# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Wed Apr  3 18:15:55 CEST 2019
# isochrones based on PARSEC release v1.2S + COLIBRI release PR16, as in Marigo et al. 2017
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: DECAM (ABmags)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00049127 8.653 2.5279479027 2.5857112408    2.284  3.973  3.6026  0.187    8  0.758  1.989   150.35    85.37  1 -1.73e-06      0.00 7.321e-01 2.671e-01 3.390e-04 8.499e-05 2.273e-04  7.283 7.842e-04 -5.161 0.307 -3.464 -4.867 -5.231 -5.526 -5.647
0.00049127 8.653 2.5279519558 2.5857114792    2.278  3.997  3.5999  0.151    8  0.758  2.048   160.20    89.49  1 -1.93e-06      0.00 7.321e-01 2.671e-01 3.498e-04 8.499e-05 2.278e-04  7.309 7.955e-04 -5.222 0.252 -3.496 -4.908 -5.278 -5.580 -5.704
0.00049127 8.653 2.5279572010 2.5857114792    2.270  4.048  3.5945  0.076    8  0.758  2.114   182.37    98.58  1 -2.45e-06      0.00 7.320e-01 2.672e-01 3.619e-04 8.498e-05 2.283e-04  7.337 8.083e-04 -5.351 0.135 -3.566 -4.995 -5.378 -5.698 -5.826
0.00049127 8.653 2.5279638767 2.5857117176    2.260  4.089  3.5899  0.014    8  0.758  2.176   202.96   106.74  1 -2.98e-06      0.00 7.319e-01 2.673e-01 3.736e-04 8.497e-05 2.289e-04  7.362 8.206e-04 -5.453 0.043 -3.617 -5.061 -5.456 -5.790 -5.922
0.00049127 8.653 2.5279719830 2.5857119560    2.248  4.114  3.5867 -0.026    8  0.758  2.222   218.14   112.57  1 -3.36e-06      0.00 7.318e-01 2.673e-01 3.824e-04 8.496e-05 2.294e-04  7.379 8.299e-04 -5.516 -0.011 -3.641 -5.097 -5.501 -5.844 -5.980
0.00049127 8.653 2.5279815197 2.5857121944    2.234  4.127  3.5844 -0.050    8  0.758  2.235   228.59   116.46  1 -3.58e-06      0.00 7.318e-01 2.674e-01 3.852e-04 8.496e-05 2.298e-04  7.385 8.332e-04 -5.547 -0.037 -3.647 -5.110 -5.520 -5.870 -6.008
0.00049127 8.653 2.5279927254 2.5857124329    2.217  4.134  3.5826 -0.067    8  0.759  2.192   236.88   119.46  1 -3.71e-06      0.00 7.318e-01 2.674e-01 3.780e-04 8.496e-05 2.300e-04  7.369 8.259e-04 -5.564 -0.048 -3.642 -5.111 -5.526 -5.882 -6.021
0.00049127 8.653 2.5280056000 2.5857126713    2.199  4.138  3.5806 -0.084    8  0.759  2.065   245.15   122.39  1 -3.82e-06      0.00 7.319e-01 2.673e-01 3.558e-04 8.498e-05 2.297e-04  7.320 8.031e-04 -5.576 -0.054 -3.631 -5.107 -5.526 -5.887 -6.028
0.00049127 8.653 2.5280058384 2.5857126713    2.198  4.358  3.5584 -0.392    8  0.759  3.625   408.73   179.62  0  -1.1e-05      0.00 7.300e-01 2.689e-01 6.521e-04 8.477e-05 2.399e-04  7.732 1.112e-03 -6.126 -0.552 -3.884 -5.447 -5.957 -6.392 -6.550
0.00049127 8.653 2.5280067921 2.5857126713    2.196  4.267  3.5675 -0.266    8  0.759  3.635   331.51   153.48  1 -7.07e-06      0.00 7.300e-01 2.689e-01 6.542e-04 8.477e-05 2.400e-04  7.733 1.115e-03 -5.898 -0.352 -3.778 -5.308 -5.783 -6.191 -6.342
0.00049127 8.653 2.5280086994 2.5857126713    2.193  4.154  3.5788 -0.107    8  0.759  3.654   255.57   126.22  1 -4.11e-06      0.00 7.300e-01 2.689e-01 6.580e-04 8.476e-05 2.401e-04  7.737 1.119e-03 -5.614 -0.102 -3.639 -5.129 -5.566 -5.941 -6.081
0.00049127 8.653 2.5280115604 2.5857129097    2.188  3.994  3.5947  0.115    8  0.759  3.681   177.33    95.90  1 -1.96e-06      0.00 7.300e-01 2.689e-01 6.633e-04 8.476e-05 2.403e-04  7.742 1.124e-03 -5.214 0.258 -3.423 -4.864 -5.252 -5.579 -5.705
0.00049127 8.653 2.5280158520 2.5857129097    2.181  4.018  3.5918  0.078    8  0.759  3.713   189.23   100.64  1 -2.19e-06      0.00 7.299e-01 2.689e-01 6.696e-04 8.476e-05 2.405e-04  7.747 1.131e-03 -5.275 0.203 -3.453 -4.902 -5.298 -5.634 -5.763
0.00049127 8.653 2.5280213356 2.5857131481    2.172  4.069  3.5859  0.002    8  0.759  3.741   215.60   110.91  1 -2.78e-06      0.00 7.299e-01 2.689e-01 6.752e-04 8.476e-05 2.407e-04  7.752 1.137e-03 -5.403 0.090 -3.513 -4.980 -5.395 -5.749 -5.882
0.00049127 8.653 2.5280282497 2.5857133865    2.161  4.109  3.5810 -0.061    8  0.760  3.756   240.20   120.16  1 -3.37e-06      0.00 7.299e-01 2.690e-01 6.783e-04 8.476e-05 2.408e-04  7.755 1.140e-03 -5.504 0.001 -3.555 -5.038 -5.469 -5.837 -5.975
0.00049127 8.653 2.5280365944 2.5857133865    2.147  4.134  3.5774 -0.102    8  0.760  3.742   258.64   126.87  1 -3.79e-06      0.00 7.299e-01 2.689e-01 6.760e-04 8.476e-05 2.408e-04  7.752 1.137e-03 -5.564 -0.049 -3.571 -5.067 -5.509 -5.888 -6.029
0.00049127 8.653 2.5280466080 2.5857136250    2.131  4.146  3.5749 -0.128    8  0.760  3.682   271.75   131.49  1 -4.04e-06      0.00 7.300e-01 2.689e-01 6.644e-04 8.476e-05 2.406e-04  7.742 1.126e-03 -5.595 -0.072 -3.569 -5.074 -5.524 -5.910 -6.054
0.00049127 8.653 2.5280585289 2.5857141018    2.112  4.152  3.5727 -0.147    8  0.760  3.549   282.58   135.18  1 -4.18e-06      0.00 7.301e-01 2.688e-01 6.390e-04 8.478e-05 2.400e-04  7.719 1.099e-03 -5.611 -0.080 -3.558 -5.069 -5.526 -5.918 -6.064
0.00049127 8.653 2.5280718803 2.5857143402    2.091  4.157  3.5702 -0.166    8  0.761  3.313   293.66   138.88  1  -4.3e-06      0.00 7.302e-01 2.687e-01 5.938e-04 8.480e-05 2.390e-04  7.675 1.052e-03 -5.622 -0.081 -3.539 -5.058 -5.521 -5.919 -6.068
0.00049127 8.653 2.5280721188 2.5857143402    2.090  4.377  3.5464 -0.481    8  0.761  5.738   490.21   204.01  0 -1.24e-05      0.00 7.276e-01 2.709e-01 1.096e-03 8.449e-05 2.547e-04  8.016 1.576e-03 -6.173 -0.573 -3.760 -5.365 -5.948 -6.419 -6.587
0.00049127 8.653 2.5280730724 2.5857143402    2.089  4.287  3.5561 -0.352    8  0.761  5.742   398.04   174.45  0 -7.99e-06      0.00 7.276e-01 2.709e-01 1.097e-03 8.449e-05 2.547e-04  8.016 1.577e-03 -5.946 -0.380 -3.669 -5.239 -5.779 -6.225 -6.383
0.00049127 8.653 2.5280749798 2.5857143402    2.085  4.173  3.5682 -0.191    8  0.761  5.748   307.33   143.63  1 -4.66e-06      0.00 7.276e-01 2.709e-01 1.098e-03 8.449e-05 2.548e-04  8.017 1.578e-03 -5.663 -0.132 -3.545 -5.076 -5.564 -5.976 -6.124
0.00049127 8.653 2.5280780792 2.5857145786    2.080  4.013  3.5854  0.037    8  0.761  5.754   213.31   109.14  1 -2.22e-06      0.00 7.276e-01 2.708e-01 1.099e-03 8.449e-05 2.548e-04  8.017 1.579e-03 -5.262 0.220 -3.359 -4.837 -5.261 -5.623 -5.755
0.00049127 8.653 2.5280823708 2.5857145786    2.072  4.037  3.5822 -0.002    8  0.761  5.756   227.94   114.63  1 -2.48e-06      0.00 7.276e-01 2.708e-01 1.100e-03 8.450e-05 2.547e-04  8.017 1.579e-03 -5.323 0.167 -3.382 -4.869 -5.304 -5.675 -5.810
0.00049127 8.653 2.5280880928 2.5857148170    2.061  4.088  3.5758 -0.080    8  0.761  5.748   259.93   126.39  1 -3.14e-06      0.00 7.276e-01 2.708e-01 1.098e-03 8.450e-05 2.546e-04  8.016 1.577e-03 -5.450 0.059 -3.429 -4.936 -5.395 -5.785 -5.926
0.00049127 8.653 2.5280952454 2.5857148170    2.049  4.127  3.5704 -0.145    8  0.761  5.719   289.88   137.01  1  -3.8e-06      0.00 7.277e-01 2.708e-01 1.091e-03 8.451e-05 2.544e-04  8.013 1.571e-03 -5.549 -0.024 -3.458 -4.982 -5.462 -5.868 -6.014
0.00049127 8.653 2.5281038284 2.5857150555    2.033  4.151  3.5664 -0.187    8  0.761  5.656   312.69   144.81  1 -4.27e-06      0.00 7.278e-01 2.707e-01 1.077e-03 8.451e-05 2.539e-04  8.007 1.556e-03 -5.608 -0.072 -3.466 -5.003 -5.499 -5.916 -6.065
0.00049127 8.653 2.5281143188 2.5857152939    2.015  4.163  3.5635 -0.215    8  0.761  5.541   329.39   150.32  1 -4.54e-06      0.00 7.279e-01 2.706e-01 1.052e-03 8.453e-05 2.532e-04  7.995 1.530e-03 -5.637 -0.093 -3.457 -5.004 -5.512 -5.937 -6.089
0.00049127 8.653 2.5281264782 2.5857157707    1.994  4.169  3.5610 -0.235    8  0.762  5.351   343.63   154.86  1 -4.69e-06      0.00 7.280e-01 2.705e-01 1.012e-03 8.454e-05 2.521e-04  7.974 1.488e-03 -5.652 -0.100 -3.439 -4.994 -5.512 -5.944 -6.098
0.00049127 8.653 2.5281403065 2.5857160091    1.970  4.173  3.5581 -0.256    8  0.762  5.055   358.55   159.49  1 -4.81e-06      0.00 7.282e-01 2.704e-01 9.497e-04 8.457e-05 2.505e-04  7.940 1.423e-03 -5.662 -0.101 -3.411 -4.975 -5.506 -5.946 -6.103
0.00049127 8.653 2.5281405449 2.5857160091    1.969  4.394  3.5323 -0.580    8  0.762  8.124   599.16   234.47  0 -1.39e-05      0.00 7.251e-01 2.728e-01 1.652e-03 8.420e-05 2.711e-04  8.221 2.154e-03 -6.214 -0.571 -3.569 -5.272 -5.926 -6.418 -6.601
0.00049127 8.653 2.5281414986 2.5857160091    1.967  4.303  3.5428 -0.448    8  0.762  8.124   487.02   200.66  0 -8.97e-06      0.00 7.251e-01 2.728e-01 1.652e-03 8.421e-05 2.711e-04  8.221 2.154e-03 -5.988 -0.376 -3.521 -5.144 -5.745 -6.223 -6.395
0.00049127 8.653 2.5281434059 2.5857160091    1.963  4.190  3.5558 -0.284    8  0.762  8.122   376.58   165.37  0 -5.25e-06      0.00 7.251e-01 2.728e-01 1.651e-03 8.421e-05 2.710e-04  8.221 2.154e-03 -5.706 -0.138 -3.423 -4.995 -5.537 -5.983 -6.141
0.00049127 8.653 2.5281465054 2.5857162476    1.957  4.030  3.5743 -0.051    8  0.762  8.117   261.49   125.68  1 -2.49e-06      0.00 7.251e-01 2.727e-01 1.650e-03 8.421e-05 2.710e-04  8.221 2.152e-03 -5.304 0.208 -3.265 -4.776 -5.241 -5.635 -5.777
0.00049127 8.653 2.5281507969 2.5857162476    1.948  4.054  3.5708 -0.091    8  0.762  8.104   279.84   132.13  1 -2.79e-06      0.00 7.251e-01 2.727e-01 1.646e-03 8.421e-05 2.709e-04  8.220 2.149e-03 -5.364 0.159 -3.279 -4.802 -5.280 -5.685 -5.830
0.00049127 8.653 2.5281565189 2.5857164860    1.936  4.104  3.5638 -0.172    8  0.762  8.078   319.43   145.75  1 -3.53e-06      0.00 7.252e-01 2.727e-01 1.640e-03 8.422e-05 2.706e-04  8.218 2.142e-03 -5.490 0.054 -3.314 -4.859 -5.366 -5.790 -5.942
0.00049127 8.653 2.5281636715 2.5857167244    1.922  4.143  3.5579 -0.238    8  0.762  8.029   356.70   158.10  1 -4.26e-06      0.00 7.253e-01 2.726e-01 1.628e-03 8.423e-05 2.703e-04  8.214 2.130e-03 -5.587 -0.026 -3.333 -4.898 -5.430 -5.871 -6.027
0.00049127 8.653 2.5281724930 2.5857169628    1.904  4.166  3.5535 -0.282    8  0.762  7.947   385.54   167.28  0 -4.78e-06      0.00 7.254e-01 2.725e-01 1.607e-03 8.424e-05 2.697e-04  8.208 2.109e-03 -5.645 -0.069 -3.331 -4.911 -5.462 -5.915 -6.075
0.00049127 8.653 2.5281829834 2.5857172012    1.884  4.177  3.5502 -0.311    8  0.763  7.815   407.27   173.92  0 -5.07e-06      0.00 7.255e-01 2.724e-01 1.575e-03 8.425e-05 2.688e-04  8.198 2.075e-03 -5.673 -0.086 -3.314 -4.905 -5.471 -5.932 -6.096
0.00049127 8.653 2.5281951427 2.5857174397    1.860  4.182  3.5473 -0.334    8  0.763  7.614   426.37   179.53  0 -5.24e-06      0.00 7.256e-01 2.723e-01 1.527e-03 8.427e-05 2.674e-04  8.183 2.025e-03 -5.686 -0.089 -3.287 -4.888 -5.467 -5.936 -6.103
0.00049127 8.653 2.5282092094 2.5857176781    1.833  4.186  3.5442 -0.356    8  0.763  7.320   446.61   185.32  0 -5.38e-06      0.00 7.259e-01 2.722e-01 1.457e-03 8.430e-05 2.654e-04  8.160 1.952e-03 -5.695 -0.087 -3.252 -4.865 -5.458 -5.934 -6.104
0.00049127 8.653 2.5282094479 2.5857176781    1.832  4.407  3.5160 -0.690    8  0.763 10.749   747.31   272.71  0 -3.48e-05      0.00 7.224e-01 2.748e-01 2.346e-03 8.389e-05 2.910e-04  8.390 2.880e-03 -6.248 -0.555 -3.350 -5.135 -5.860 -6.398 -6.600
0.00049127 8.653 2.5282104015 2.5857176781    1.830  4.317  3.5273 -0.556    8  0.763 10.741   608.19   233.57  0    -1e-05      0.00 7.224e-01 2.747e-01 2.344e-03 8.389e-05 2.910e-04  8.390 2.877e-03 -6.023 -0.366 -3.309 -5.032 -5.710 -6.213 -6.402
0.00049127 8.653 2.5282123089 2.5857179165    1.825  4.204  3.5412 -0.388    8  0.763 10.726   471.18   192.73  0 -5.89e-06      0.00 7.224e-01 2.747e-01 2.340e-03 8.390e-05 2.909e-04  8.389 2.873e-03 -5.741 -0.125 -3.248 -4.883 -5.491 -5.972 -6.145
0.00049127 8.653 2.5282154083 2.5857179165    1.817  4.044  3.5612 -0.149    8  0.763 10.701   327.57   146.57  1  -2.8e-06      0.00 7.224e-01 2.747e-01 2.333e-03 8.390e-05 2.907e-04  8.387 2.866e-03 -5.339 0.213 -3.129 -4.683 -5.201 -5.632 -5.786
0.00049127 8.653 2.5282199383 2.5857179165    1.805  4.068  3.5573 -0.192    8  0.763 10.664   351.43   154.30  1 -3.15e-06      0.00 7.225e-01 2.747e-01 2.322e-03 8.391e-05 2.904e-04  8.385 2.855e-03 -5.399 0.164 -3.137 -4.704 -5.238 -5.681 -5.838
0.00049127 8.653 2.5282256603 2.5857181549    1.791  4.117  3.5497 -0.275    8  0.764 10.613   402.13   170.42  0 -3.98e-06      0.00 7.226e-01 2.746e-01 2.308e-03 8.391e-05 2.900e-04  8.382 2.841e-03 -5.523 0.066 -3.156 -4.750 -5.318 -5.780 -5.945
0.00049127 8.653 2.5282328129 2.5857183933    1.772  4.156  3.5432 -0.344    8  0.764 10.547   450.40   185.13  0 -4.81e-06      0.00 7.226e-01 2.745e-01 2.290e-03 8.392e-05 2.895e-04  8.378 2.822e-03 -5.619 -0.008 -3.159 -4.779 -5.377 -5.855 -6.026
0.00049127 8.653 2.5282418728 2.5857186317    1.750  4.178  3.5383 -0.392    8  0.764 10.460   488.80   196.30  0  -5.4e-06      0.00 7.228e-01 2.745e-01 2.265e-03 8.394e-05 2.888e-04  8.373 2.797e-03 -5.675 -0.050 -3.133 -4.790 -5.413 -5.897 -6.074
0.00049127 8.653 2.5282523632 2.5857188702    1.724  4.189  3.5346 -0.424    8  0.764 10.350   519.09   204.66  0 -5.75e-06      0.00 7.229e-01 2.744e-01 2.235e-03 8.395e-05 2.879e-04  8.367 2.764e-03 -5.702 -0.066 -3.097 -4.782 -5.424 -5.913 -6.094
0.00049127 8.653 2.5282647610 2.5857191086    1.694  4.194  3.5313 -0.449    8  0.764 10.211   546.93   211.99  0 -5.97e-06      0.00 7.230e-01 2.743e-01 2.196e-03 8.396e-05 2.868e-04  8.359 2.724e-03 -5.714 -0.069 -3.054 -4.763 -5.422 -5.916 -6.100
0.00049127 8.653 2.5282788277 2.5857195854    1.661  4.197  3.5283 -0.473    8  0.765 10.038   577.27   219.70  0 -6.18e-06      0.00 7.231e-01 2.742e-01 2.148e-03 8.398e-05 2.854e-04  8.348 2.673e-03 -5.721 -0.068 -3.021 -4.741 -5.414 -5.914 -6.102
0.00049127 8.653 2.5282790661 2.5857195854    1.659  4.418  3.4971 -0.820    8  0.765 13.154   967.14   323.57  0 -3.57e-05      0.00 7.198e-01 2.766e-01 3.083e-03 8.359e-05 3.125e-04  8.518 3.653e-03 -6.276 -0.510 -2.985 -4.934 -5.721 -6.343 -6.570
0.00049127 8.653 2.5282800198 2.5857195854    1.654  4.329  3.5091 -0.684    8  0.765 13.129   787.98   277.24  0  -2.9e-05      0.00 7.198e-01 2.766e-01 3.075e-03 8.359e-05 3.123e-04  8.517 3.645e-03 -6.051 -0.321 -2.967 -4.837 -5.579 -6.159 -6.372
0.00049127 8.653 2.5282819271 2.5857195854    1.644  4.216  3.5238 -0.515    8  0.765 13.081   611.40   228.81  0 -6.83e-06      0.00 7.199e-01 2.765e-01 3.059e-03 8.360e-05 3.118e-04  8.515 3.628e-03 -5.771 -0.105 -3.010 -4.746 -5.440 -5.951 -6.144
0.00049127 8.653 2.5282847881 2.5857195854    1.627  4.055  3.5450 -0.274    8  0.765 13.008   425.15   173.76  0 -3.27e-06      0.00 7.199e-01 2.765e-01 3.035e-03 8.361e-05 3.111e-04  8.511 3.603e-03 -5.368 0.237 -2.935 -4.545 -5.135 -5.610 -5.779
0.00049127 8.653 2.5282890797 2.5857198238    1.604  4.079  3.5400 -0.324    8  0.765 12.912   456.71   182.70  0 -3.71e-06      0.00 7.201e-01 2.764e-01 3.004e-03 8.362e-05 3.102e-04  8.506 3.571e-03 -5.428 0.192 -2.914 -4.558 -5.173 -5.655 -5.830
0.00049127 8.653 2.5282945633 2.5857198238    1.574  4.128  3.5310 -0.418    8  0.765 12.799   522.94   201.27  0 -4.76e-06      0.00 7.202e-01 2.763e-01 2.968e-03 8.364e-05 3.092e-04  8.500 3.533e-03 -5.551 0.095 -2.887 -4.597 -5.258 -5.752 -5.936
0.00049127 8.653 2.5283014774 2.5857200623    1.537  4.166  3.5231 -0.497    8  0.765 12.680   586.23   217.92  0 -5.84e-06      0.00 7.203e-01 2.762e-01 2.930e-03 8.365e-05 3.081e-04  8.494 3.493e-03 -5.646 0.022 -2.875 -4.614 -5.311 -5.824 -6.017
0.00049127 8.653 2.5283100605 2.5857203007    1.493  4.188  3.5169 -0.556    8  0.766 12.571   637.32   230.19  0 -7.21e-06      0.00 7.205e-01 2.761e-01 2.895e-03 8.367e-05 3.071e-04  8.489 3.457e-03 -5.701 -0.015 -2.833 -4.604 -5.329 -5.860 -6.061
0.00049127 8.653 2.5283203125 2.5857205391    1.442  4.199  3.5121 -0.601    8  0.766 12.494   678.74   238.93  0 -1.25e-05      0.00 7.205e-01 2.760e-01 2.871e-03 8.368e-05 3.064e-04  8.485 3.431e-03 -5.726 -0.012 -2.723 -4.556 -5.291 -5.852 -6.061
0.00049127 8.653 2.5283319950 2.5857207775    1.385  4.203  3.5078 -0.640    8  0.766 12.475   718.07   246.19  0 -1.96e-05      0.00 7.206e-01 2.760e-01 2.865e-03 8.368e-05 3.062e-04  8.484 3.425e-03 -5.738 -0.001 -2.620 -4.504 -5.250 -5.838 -6.052
0.00049127 8.653 2.5283455849 2.5857212543    1.322  4.206  3.5226 -0.604    8  0.767 12.549   762.13   253.51  0 -1.24e-05      0.00 7.205e-01 2.761e-01 2.888e-03 8.367e-05 3.069e-04  8.488 3.449e-03 -5.744 -0.075 -2.967 -4.707 -5.407 -5.921 -6.115
0.00049127 8.653 2.5283458233 2.5857212543    1.321  4.428  3.4704 -1.036    8  0.767 14.181  1276.59   373.24  0 -3.65e-05      0.00 7.186e-01 2.774e-01 3.432e-03 8.345e-05 3.227e-04  8.568 4.021e-03 -6.300 -0.505 -2.640 -4.730 -5.645 -6.332 -6.590
0.00049127 8.653 2.5283467770 2.5857212543    1.314  4.339  3.4833 -0.897    8  0.767 14.169  1034.01   318.10  0 -2.97e-05      0.00 7.186e-01 2.774e-01 3.428e-03 8.345e-05 3.226e-04  8.568 4.017e-03 -6.077 -0.299 -2.591 -4.617 -5.471 -6.129 -6.372
0.00049127 8.653 2.5283484459 2.5857212543    1.302  4.227  3.4992 -0.726    8  0.767 14.147   792.10   259.54  0  -2.3e-05      0.00 7.186e-01 2.774e-01 3.420e-03 8.345e-05 3.223e-04  8.567 4.009e-03 -5.797 -0.035 -2.533 -4.474 -5.251 -5.869 -6.093
0.00049127 8.653 2.5283513069 2.5857212543    1.282  4.065  3.5222 -0.479    8  0.767 14.116   538.21   193.11  0 -4.67e-06      0.00 7.186e-01 2.774e-01 3.409e-03 8.346e-05 3.220e-04  8.565 3.997e-03 -5.393 0.277 -2.611 -4.352 -5.054 -5.568 -5.763
0.00049127 8.653 2.5283551216 2.5857212543    1.254  4.089  3.5173 -0.531    8  0.767 14.079   560.34   197.42  0 -5.38e-06      0.00 7.187e-01 2.773e-01 3.397e-03 8.346e-05 3.217e-04  8.563 3.984e-03 -5.452 0.231 -2.595 -4.361 -5.086 -5.614 -5.815
0.00049127 8.653 2.5283603668 2.5857214928    1.219  4.137  3.5085 -0.627    8  0.767 14.046   614.92   209.28  0 -1.59e-05      0.00 7.187e-01 2.773e-01 3.386e-03 8.347e-05 3.214e-04  8.562 3.973e-03 -5.573 0.161 -2.473 -4.349 -5.093 -5.677 -5.890
0.00049127 8.653 2.5283668041 2.5857217312    1.175  4.173  3.5016 -0.707    8  0.768 14.028   653.79   215.77  0 -2.03e-05      0.00 7.188e-01 2.773e-01 3.380e-03 8.347e-05 3.213e-04  8.561 3.967e-03 -5.664 0.094 -2.430 -4.361 -5.128 -5.740 -5.962
0.00049127 8.653 2.5283749104 2.5857219696    1.124  4.194  3.4974 -0.763    8  0.768 14.042   667.44   214.63  0 -2.13e-05      0.00 7.187e-01 2.773e-01 3.385e-03 8.347e-05 3.214e-04  8.562 3.973e-03 -5.715 0.050 -2.429 -4.376 -5.161 -5.783 -6.009
0.00049127 8.653 2.5283842087 2.5857222080    1.067  4.203  3.4958 -0.802    8  0.768 14.111   661.24   207.19  0 -2.17e-05      0.00 7.187e-01 2.773e-01 3.410e-03 8.346e-05 3.222e-04  8.565 3.999e-03 -5.738 0.031 -2.430 -4.384 -5.177 -5.802 -6.030
0.00049127 8.653 2.5283954144 2.5857224464    1.004  4.206  3.4961 -0.830    8  0.769 14.261   645.45   195.58  0 -2.19e-05      0.00 7.185e-01 2.775e-01 3.463e-03 8.344e-05 3.238e-04  8.572 4.055e-03 -5.745 0.023 -2.443 -4.395 -5.186 -5.810 -6.038
0.00049127 8.653 2.5284080505 2.5857226849    0.936  4.207  3.5829 -0.514    8  0.769 14.522   629.59   180.92  0 -2.19e-05      0.00 7.182e-01 2.777e-01 3.557e-03 8.340e-05 3.266e-04  8.585 4.154e-03 -5.748 -0.260 -3.815 -5.300 -5.733 -6.102 -6.237
0.00049127 8.653 2.5284354687 2.5857234001    0.770 -9.999  4.4493  2.920    9  0.771 15.196     0.00     0.00 -1    -1e-30      0.00 7.173e-01 2.783e-01 3.807e-03 8.331e-05 3.340e-04  8.616 4.418e-03 29.767 32.014 32.289 32.810 33.178 33.473 33.609
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00049127 8.740 0.0900000036 1.0816895962    0.090 -3.089  3.4868  5.381    0  0.000  0.545     0.00     0.00 -1 -7.03e-17      0.00 7.504e-01 2.491e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.943e-04 12.493 17.779 15.594 13.753 12.387 11.984 11.854
0.00049127 8.740 0.0915361717 1.0962442160    0.092 -3.062  3.4906  5.376    0  0.000  0.545     0.00     0.00 -1 -7.46e-17      0.00 7.504e-01 2.491e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.943e-04 12.425 17.694 15.461 13.632 12.316 11.921 11.792
0.00049127 8.740 0.0954248905 1.1317110062    0.095 -2.984  3.5018  5.361    0  0.000  0.545     0.00     0.00 -1  -8.9e-17      0.00 7.504e-01 2.491e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.943e-04 12.229 17.438 15.073 13.285 12.114 11.738 11.612
0.00049127 8.740 0.0998255834 1.1696478128    0.100 -2.882  3.5164  5.337    0  0.000  0.545     0.00     0.00 -1 -1.13e-16      0.00 7.504e-01 2.491e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.942e-04 11.976 17.047 14.582 12.851 11.850 11.499 11.377
0.00049127 8.740 0.1000000015 1.1711064577    0.100 -2.878  3.5170  5.336    0  0.000  0.545     0.00     0.00 -1 -1.14e-16      0.00 7.504e-01 2.491e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.942e-04 11.965 17.028 14.562 12.833 11.839 11.488 11.366
0.00049127 8.740 0.1199999973 1.3193154335    0.120 -2.610  3.5465  5.265    0  0.000  0.545     0.00     0.00 -1  -2.1e-16      0.00 7.502e-01 2.493e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.942e-04 11.294 15.876 13.451 11.855 11.141 10.834 10.722
0.00049127 8.740 0.1242849007 1.3469175100    0.124 -2.574  3.5498  5.257    0  0.000  0.545     0.00     0.00 -1 -2.26e-16      0.00 7.502e-01 2.493e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.942e-04 11.204 15.721 13.316 11.737 11.047 10.745 10.635
0.00049127 8.740 0.1400000006 1.4384527206    0.140 -2.436  3.5615  5.218    0  0.000  0.545     0.00     0.00 -1 -3.04e-16      0.00 7.501e-01 2.494e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.942e-04 10.860 15.139 12.817 11.302 10.693 10.407 10.302
0.00049127 8.740 0.1599999964 1.5372931957    0.160 -2.301  3.5716  5.182    0  0.000  0.545     0.00     0.00 -1 -4.04e-16      0.00 7.500e-01 2.495e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.942e-04 10.522 14.590 12.353 10.897 10.344 10.071 9.971
0.00049127 8.740 0.1652720720 1.5606986284    0.165 -2.271  3.5736  5.174    0  0.000  0.545     0.00     0.00 -1 -4.29e-16      0.00 7.500e-01 2.495e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.942e-04 10.448 14.475 12.259 10.813 10.267 9.995 9.895
0.00049127 8.740 0.2000000179 1.6938792467    0.200 -2.097  3.5851  5.128    0  0.000  0.545     0.00     0.00 -1 -6.14e-16      0.00 7.499e-01 2.496e-01 8.887e-05 2.398e-05 2.175e-04 -1.000 4.942e-04 10.013 13.778 11.692 10.313 9.810 9.546 9.450
