# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Wed Apr  3 18:15:55 CEST 2019
# isochrones based on PARSEC release v1.2S + COLIBRI release PR16, as in Marigo et al. 2017
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: DECAM (ABmags)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00015542 8.740 2.2851247787 2.5789453983    1.899  4.164  3.5971 -0.107    8  0.720 10.840   229.37   114.04  1 -6.57e-06      0.00 7.330e-01 2.658e-01 9.079e-04 2.779e-05 1.117e-04  7.972 1.120e-03 -5.640 -0.183 -3.868 -5.313 -5.697 -6.024 -6.146
0.00015542 8.740 2.2851271629 2.5789456367    1.892  4.031  3.6086  0.071    8  0.720 10.928   169.51    90.82  1 -3.49e-06      0.00 7.330e-01 2.659e-01 9.171e-04 2.779e-05 1.119e-04  7.976 1.130e-03 -5.307 0.131 -3.656 -5.071 -5.417 -5.709 -5.822
0.00015542 8.740 2.2851309776 2.5789456367    1.882  3.872  3.6223  0.281    8  0.720 11.050   118.75    69.45  1  -1.7e-06      0.00 7.330e-01 2.659e-01 9.301e-04 2.779e-05 1.122e-04  7.983 1.143e-03 -4.911 0.503 -3.404 -4.783 -5.085 -5.336 -5.438
0.00015542 8.740 2.2851362228 2.5789458752    1.868  3.895  3.6195  0.244    8  0.721 11.192   127.24    73.04  1  -1.9e-06      0.00 7.329e-01 2.659e-01 9.453e-04 2.779e-05 1.126e-04  7.991 1.159e-03 -4.968 0.451 -3.431 -4.817 -5.128 -5.388 -5.492
0.00015542 8.740 2.2851431370 2.5789461136    1.850  3.957  3.6128  0.151    8  0.721 11.328   150.24    82.58  1 -2.54e-06      0.00 7.329e-01 2.659e-01 9.600e-04 2.779e-05 1.130e-04  7.998 1.175e-03 -5.123 0.307 -3.516 -4.920 -5.253 -5.533 -5.642
0.00015542 8.740 2.2851517200 2.5789463520    1.827  4.011  3.6064  0.066    8  0.721 11.422   174.92    92.34  1  -3.3e-06      0.00 7.329e-01 2.659e-01 9.703e-04 2.779e-05 1.133e-04  8.003 1.185e-03 -5.258 0.183 -3.584 -5.005 -5.358 -5.657 -5.772
0.00015542 8.740 2.2851622105 2.5789465904    1.800  4.046  3.6015  0.005    8  0.721 11.425   195.87   100.22  1 -3.93e-06      0.00 7.329e-01 2.659e-01 9.708e-04 2.779e-05 1.133e-04  8.003 1.186e-03 -5.345 0.105 -3.619 -5.052 -5.422 -5.736 -5.854
0.00015542 8.740 2.2851743698 2.5789470673    1.769  4.065  3.5976 -0.036    8  0.722 11.271   212.57   106.19  1 -4.37e-06      0.00 7.330e-01 2.659e-01 9.548e-04 2.779e-05 1.129e-04  7.995 1.169e-03 -5.392 0.065 -3.625 -5.069 -5.451 -5.776 -5.898
0.00015542 8.740 2.2851886749 2.5789475441    1.734  4.075  3.5942 -0.069    8  0.722 10.877   227.63   111.31  1 -4.67e-06      0.00 7.331e-01 2.658e-01 9.135e-04 2.780e-05 1.120e-04  7.974 1.127e-03 -5.417 0.045 -3.614 -5.067 -5.461 -5.797 -5.921
0.00015542 8.740 2.2852048874 2.5789480209    1.695  4.083  3.5902 -0.103    8  0.723 10.128   243.86   116.63  1 -4.94e-06      0.00 7.333e-01 2.656e-01 8.367e-04 2.781e-05 1.102e-04  7.933 1.047e-03 -5.437 0.033 -3.591 -5.054 -5.461 -5.809 -5.937
0.00015542 8.740 2.2852051258 2.5789480209    1.694  4.299  3.5688 -0.405    8  0.723 17.052   403.85   170.28  0 -1.41e-05      0.00 7.294e-01 2.686e-01 1.767e-03 2.766e-05 1.382e-04  8.279 2.015e-03 -5.979 -0.449 -3.868 -5.397 -5.883 -6.293 -6.441
0.00015542 8.740 2.2852065563 2.5789480209    1.689  4.200  3.5784 -0.269    8  0.723 17.054   321.88   143.53  0 -8.71e-06      0.00 7.294e-01 2.686e-01 1.767e-03 2.766e-05 1.382e-04  8.279 2.015e-03 -5.729 -0.229 -3.742 -5.241 -5.690 -6.072 -6.210
0.00015542 8.740 2.2852089405 2.5789480209    1.680  4.067  3.5910 -0.088    8  0.723 17.058   238.69   114.54  1 -4.63e-06      0.00 7.294e-01 2.686e-01 1.768e-03 2.766e-05 1.382e-04  8.279 2.015e-03 -5.398 0.071 -3.561 -5.022 -5.426 -5.771 -5.898
0.00015542 8.740 2.2852129936 2.5789482594    1.666  3.908  3.6061  0.128    8  0.723 17.060   167.31    87.56  1 -2.23e-06      0.00 7.294e-01 2.686e-01 1.767e-03 2.766e-05 1.381e-04  8.279 2.015e-03 -5.000 0.442 -3.322 -4.743 -5.098 -5.398 -5.513
0.00015542 8.740 2.2852182388 2.5789484978    1.646  3.930  3.6025  0.086    8  0.723 17.056   179.86    92.20  1  -2.5e-06      0.00 7.294e-01 2.685e-01 1.766e-03 2.766e-05 1.380e-04  8.278 2.013e-03 -5.056 0.393 -3.341 -4.771 -5.138 -5.448 -5.566
0.00015542 8.740 2.2852253914 2.5789487362    1.621  3.991  3.5946 -0.013    8  0.724 17.038   212.77   104.22  1 -3.36e-06      0.00 7.295e-01 2.685e-01 1.762e-03 2.766e-05 1.379e-04  8.278 2.009e-03 -5.208 0.254 -3.409 -4.861 -5.253 -5.588 -5.712
0.00015542 8.740 2.2852342129 2.5789489746    1.591  4.043  3.5869 -0.104    8  0.724 16.995   248.24   116.49  1 -4.37e-06      0.00 7.295e-01 2.685e-01 1.754e-03 2.766e-05 1.376e-04  8.276 2.002e-03 -5.338 0.140 -3.454 -4.927 -5.345 -5.703 -5.833
0.00015542 8.740 2.2852449417 2.5789492130    1.554  4.076  3.5807 -0.172    8  0.724 16.914   278.96   126.44  0 -5.23e-06      0.00 7.296e-01 2.684e-01 1.741e-03 2.767e-05 1.372e-04  8.272 1.988e-03 -5.421 0.073 -3.463 -4.954 -5.395 -5.770 -5.906
0.00015542 8.740 2.2852573395 2.5789496899    1.512  4.094  3.5756 -0.222    8  0.725 16.775   304.42   134.09  0 -5.84e-06      0.00 7.297e-01 2.684e-01 1.719e-03 2.767e-05 1.366e-04  8.266 1.965e-03 -5.464 0.044 -3.441 -4.949 -5.409 -5.799 -5.940
0.00015542 8.740 2.2852718830 2.5789501667    1.465  4.103  3.5709 -0.263    8  0.725 16.556   328.36   140.76  0  -6.3e-06      0.00 7.298e-01 2.683e-01 1.686e-03 2.767e-05 1.358e-04  8.257 1.930e-03 -5.487 0.036 -3.403 -4.925 -5.403 -5.807 -5.953
0.00015542 8.740 2.2852885723 2.5789506435    1.413  4.109  3.5733 -0.276    8  0.726 16.226   354.95   147.76  0 -7.12e-06      0.00 7.299e-01 2.683e-01 1.637e-03 2.768e-05 1.345e-04  8.244 1.880e-03 -5.503 0.013 -3.450 -4.965 -5.433 -5.830 -5.974
0.00015542 8.740 2.2852888107 2.5789506435    1.412  4.327  3.5407 -0.624    8  0.726 21.805   589.65   216.21  0 -1.94e-05      0.00 7.259e-01 2.711e-01 2.709e-03 2.753e-05 1.657e-04  8.472 2.996e-03 -6.048 -0.431 -3.547 -5.185 -5.796 -6.278 -6.451
0.00015542 8.740 2.2852902412 2.5789506435    1.405  4.228  3.5515 -0.484    8  0.726 21.785   469.21   181.89  0  -1.2e-05      0.00 7.259e-01 2.711e-01 2.705e-03 2.753e-05 1.655e-04  8.472 2.991e-03 -5.800 -0.218 -3.458 -5.045 -5.606 -6.063 -6.226
0.00015542 8.740 2.2852926254 2.5789506435    1.392  4.096  3.5655 -0.300    8  0.726 21.748   346.79   144.58  0 -6.45e-06      0.00 7.260e-01 2.710e-01 2.696e-03 2.753e-05 1.653e-04  8.470 2.983e-03 -5.470 0.068 -3.317 -4.857 -5.356 -5.776 -5.926
0.00015542 8.740 2.2852964401 2.5789508820    1.372  3.936  3.5825 -0.079    8  0.726 21.696   240.67   109.44  1  -3.1e-06      0.00 7.260e-01 2.710e-01 2.684e-03 2.753e-05 1.650e-04  8.468 2.970e-03 -5.070 0.419 -3.133 -4.619 -5.054 -5.424 -5.558
0.00015542 8.740 2.2853016853 2.5789511204    1.345  3.958  3.5778 -0.129    8  0.726 21.636   255.77   113.86  0 -3.51e-06      0.00 7.261e-01 2.709e-01 2.671e-03 2.753e-05 1.646e-04  8.466 2.956e-03 -5.126 0.376 -3.132 -4.632 -5.083 -5.467 -5.606
0.00015542 8.740 2.2853085995 2.5789513588    1.310  4.018  3.5682 -0.238    8  0.726 21.582   297.41   126.47  0 -4.79e-06      0.00 7.262e-01 2.709e-01 2.659e-03 2.754e-05 1.642e-04  8.464 2.944e-03 -5.275 0.256 -3.157 -4.688 -5.176 -5.588 -5.736
0.00015542 8.740 2.2853174210 2.5789515972    1.267  4.069  3.5591 -0.340    8  0.727 21.551   339.62   138.21  0 -6.33e-06      0.00 7.262e-01 2.709e-01 2.652e-03 2.754e-05 1.641e-04  8.463 2.937e-03 -5.402 0.156 -3.163 -4.724 -5.251 -5.689 -5.844
0.00015542 8.740 2.2853279114 2.5789518356    1.218  4.100  3.5518 -0.417    8  0.727 21.568   372.45   146.06  0 -7.75e-06      0.00 7.262e-01 2.709e-01 2.657e-03 2.754e-05 1.642e-04  8.463 2.943e-03 -5.480 0.101 -3.143 -4.729 -5.288 -5.745 -5.907
0.00015542 8.740 2.2853403091 2.5789523125    1.162  4.116  3.5462 -0.476    8  0.728 21.666   395.69   150.11  0 -8.92e-06      0.00 7.261e-01 2.709e-01 2.680e-03 2.754e-05 1.649e-04  8.467 2.967e-03 -5.520 0.080 -3.105 -4.710 -5.295 -5.766 -5.934
0.00015542 8.740 2.2853546143 2.5789527893    1.101  4.124  3.5416 -0.526    8  0.728 21.880   414.60   151.86  0    -1e-05      0.00 7.259e-01 2.711e-01 2.732e-03 2.753e-05 1.665e-04  8.476 3.021e-03 -5.540 0.076 -3.053 -4.685 -5.291 -5.771 -5.944
0.00015542 8.740 2.2853708267 2.5789532661    1.035  4.129  3.5884 -0.370    8  0.729 22.251   434.58   152.52  0 -1.62e-05      0.00 7.256e-01 2.713e-01 2.822e-03 2.752e-05 1.691e-04  8.491 3.115e-03 -5.552 -0.077 -3.684 -5.153 -5.567 -5.920 -6.049
0.00015542 8.740 2.2854244709 2.5789549351    0.733 -9.999  4.0808  1.477    9  0.731 25.779     0.00     0.00 -1 -1.39e-21      0.00 7.222e-01 2.736e-01 3.863e-03 2.739e-05 1.998e-04  8.632 4.206e-03 29.767 30.409 30.358 30.688 30.947 31.086 31.184
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00015542 8.813 0.0936379880 1.1156516075    0.094 -2.986  3.5218  5.434    0  0.000  0.545     0.00     0.00 -1 -8.21e-17      0.00 7.507e-01 2.492e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 12.236 17.261 14.776 13.058 12.097 11.756 11.637
0.00015542 8.813 0.0943673402 1.1222542524    0.094 -2.972  3.5235  5.431    0  0.000  0.545     0.00     0.00 -1 -8.49e-17      0.00 7.507e-01 2.492e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 12.200 17.202 14.712 13.002 12.061 11.722 11.603
0.00015542 8.813 0.0982984155 1.1567332745    0.098 -2.881  3.5356  5.405    0  0.000  0.545     0.00     0.00 -1 -1.06e-16      0.00 7.506e-01 2.492e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 11.972 16.781 14.300 12.644 11.823 11.502 11.387
0.00015542 8.813 0.1034893245 1.1996099949    0.103 -2.755  3.5538  5.374    0  0.000  0.545     0.00     0.00 -1 -1.42e-16      0.00 7.506e-01 2.493e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 11.657 16.115 13.727 12.160 11.492 11.196 11.089
0.00015542 8.813 0.1035730243 1.2002784014    0.103 -2.753  3.5541  5.373    0  0.000  0.545     0.00     0.00 -1 -1.43e-16      0.00 7.506e-01 2.493e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 11.652 16.104 13.718 12.152 11.486 11.191 11.084
0.00015542 8.813 0.1061673313 1.2206518650    0.106 -2.718  3.5577  5.364    0  0.000  0.545     0.00     0.00 -1 -1.54e-16      0.00 7.506e-01 2.493e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.637e-04 11.566 15.945 13.584 12.038 11.397 11.107 11.001
0.00015542 8.813 0.1212991104 1.3278176785    0.121 -2.513  3.5787  5.300    0  0.000  0.545     0.00     0.00 -1 -2.49e-16      0.00 7.504e-01 2.494e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 11.051 14.993 12.813 11.387 10.856 10.588 10.490
0.00015542 8.813 0.1234430894 1.3415933847    0.123 -2.485  3.5815  5.292    0  0.000  0.545     0.00     0.00 -1 -2.65e-16      0.00 7.504e-01 2.495e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 10.983 14.866 12.712 11.302 10.782 10.516 10.419
0.00015542 8.813 0.1433131695 1.4560532570    0.143 -2.315  3.5949  5.240    0  0.000  0.545     0.00     0.00 -1 -3.86e-16      0.00 7.503e-01 2.496e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 10.558 13.917 12.022 10.777 10.324 10.082 9.994
0.00015542 8.813 0.1631832421 1.5515428782    0.163 -2.187  3.6037  5.204    0  0.000  0.545     0.00     0.00 -1 -5.07e-16      0.00 7.502e-01 2.497e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 10.238 13.365 11.580 10.417 9.993 9.765 9.683
0.00015542 8.813 0.2029234022 1.7037036419    0.203 -1.990  3.6157  5.150    0  0.000  0.545     0.00     0.00 -1 -7.61e-16      0.00 7.500e-01 2.498e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 9.745 12.660 10.969 9.890 9.495 9.284 9.209
0.00015542 8.813 0.2525985837 1.8468775749    0.252 -1.803  3.6267  5.102    0  0.000  0.545     0.00     0.00 -1 -1.11e-15      0.00 7.498e-01 2.500e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 9.278 12.003 10.396 9.391 9.021 8.827 8.757
0.00015542 8.813 0.3022737801 1.9574452639    0.302 -1.652  3.6355  5.064    1  0.000  0.545     0.00     0.00 -1  -1.5e-15      0.00 7.497e-01 2.501e-01 2.942e-05 7.938e-06 7.199e-05 -1.000 1.636e-04 8.899 11.486 9.940 8.986 8.637 8.456 8.391
0.00015542 8.813 0.3519489169 2.0466003418    0.352 -1.522  3.6433  5.031    1  0.000  0.545     0.00     0.00 -1 -1.94e-15      0.00 7.497e-01 2.502e-01 2.942e-05 7.938e-06 7.199e-05 -1.000 1.636e-04 8.574 11.040 9.548 8.639 8.307 8.137 8.078
0.00015542 8.813 0.4016241133 2.1207342148    0.402 -1.382  3.6512  4.981    0  0.000  0.545     0.00     0.00 -1 -2.66e-15      0.00 7.507e-01 2.491e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.637e-04 8.225 10.567 9.132 8.268 7.954 7.796 7.741
0.00015542 8.813 0.4512992799 2.1838140488    0.451 -1.244  3.6638  4.944    1  0.000  0.545     0.00     0.00 -1 -3.59e-15      0.00 7.507e-01 2.491e-01 2.942e-05 7.937e-06 7.199e-05 -1.000 1.636e-04 7.881 10.029 8.693 7.895 7.610 7.469 7.420
0.00015542 8.813 0.5009744763 2.2384564877    0.501 -1.092  3.6793  4.900    0  0.000  0.545     0.00     0.00 -1  -5.1e-15      0.00 7.508e-01 2.491e-01 2.942e-05 7.937e-06 7.198e-05 -1.000 1.630e-04 7.501 9.414 8.206 7.487 7.233 7.112 7.072
0.00015542 8.813 0.5506497025 2.2841954231    0.550 -0.933  3.6956  4.846    1  0.000  0.545     0.00     0.00 -1 -7.45e-15      0.00 7.526e-01 2.472e-01 2.921e-05 7.882e-06 7.149e-05 -1.000 1.435e-04 7.103 8.778 7.709 7.067 6.845 6.745 6.713
0.00015542 8.813 0.6003248692 2.3213415146    0.600 -0.770  3.7155  4.800    1  0.000  0.545     0.00     0.00 -1  -1.1e-14      0.00 7.533e-01 2.465e-01 2.914e-05 7.862e-06 7.131e-05 -1.000 1.636e-04 6.694 8.116 7.205 6.649 6.461 6.384 6.363
0.00015542 8.813 0.6499999762 2.3520355225    0.650 -0.611  3.7367  4.760    1  0.000  0.545     0.00     0.00 -1 -1.59e-14      0.00 7.543e-01 2.455e-01 2.904e-05 7.835e-06 7.106e-05 -1.000 1.637e-04 6.297 7.484 6.725 6.255 6.102 6.048 6.036
0.00015542 8.813 0.6999999881 2.3779268265    0.700 -0.457  3.7587  4.727    1  0.000  0.545     0.00     0.00 -1 -2.27e-14      0.00 7.556e-01 2.442e-01 2.890e-05 7.797e-06 7.072e-05 -1.000 1.637e-04 5.911 6.918 6.275 5.886 5.768 5.736 5.733
0.00015542 8.813 0.7500000000 2.3998889923    0.750 -0.313  3.7797  4.697    1  0.000  0.537     0.00     0.00 -1 -3.16e-14      0.00 7.578e-01 2.421e-01 2.831e-05 7.730e-06 7.022e-05 -1.000 1.636e-04 5.551 6.424 5.864 5.547 5.460 5.448 5.454
0.00015542 8.813 0.8000000119 2.4187245369    0.800 -0.179  3.7968  4.659    1  0.000  0.537     0.00     0.00 -1 -4.35e-14      0.00 7.610e-01 2.389e-01 2.799e-05 7.646e-06 6.948e-05 -1.000 1.636e-04 5.218 6.014 5.495 5.232 5.169 5.174 5.186
0.00015542 8.813 0.8500000238 2.4350347519    0.850 -0.053  3.8129  4.624    1  0.000  0.537     0.00     0.00 -1 -5.86e-14      0.00 7.605e-01 2.393e-01 2.810e-05 7.680e-06 6.979e-05 -1.000 1.637e-04 4.903 5.645 5.149 4.933 4.895 4.914 4.932
0.00015542 8.813 0.8999999762 2.4492788315    0.900  0.066  3.8284  4.592    1  0.000  0.537     0.00     0.00 -1 -7.79e-14      0.00 7.609e-01 2.390e-01 2.808e-05 7.673e-06 6.973e-05 -1.000 1.636e-04 4.605 5.302 4.818 4.648 4.633 4.669 4.691
0.00015542 8.813 0.9138998389 2.4529213905    0.914  0.098  3.8328  4.584    1  0.000  0.537     0.00     0.00 -1 -8.39e-14      0.00 7.608e-01 2.390e-01 2.808e-05 7.673e-06 6.973e-05 -1.000 1.635e-04 4.526 5.212 4.729 4.572 4.565 4.604 4.628
0.00015542 8.813 0.9499999285 2.4618122578    0.950  0.178  3.8441  4.566    1  0.000  0.537     0.00     0.00 -1 -1.01e-13      0.00 7.606e-01 2.393e-01 2.810e-05 7.679e-06 6.979e-05 -1.000 1.636e-04 4.325 4.986 4.504 4.381 4.391 4.441 4.468
0.00015542 8.813 1.0000000000 2.4729156494    1.000  0.284  3.8603  4.548    1  0.000  0.537     0.00     0.00 -1 -1.28e-13      0.00 7.609e-01 2.389e-01 2.807e-05 7.670e-06 6.970e-05 -1.000 1.105e-04 4.061 4.692 4.205 4.130 4.167 4.232 4.262
0.00015542 8.813 1.0023927689 2.4734151363    1.003  0.288  3.8611  4.547    1  0.000  0.537     0.00     0.00 -1 -1.29e-13      0.00 7.610e-01 2.389e-01 2.807e-05 7.670e-06 6.970e-05 -1.000 1.128e-04 4.049 4.678 4.191 4.119 4.157 4.223 4.253
0.00015542 8.813 1.0499999523 2.4828116894    1.050  0.384  3.8781  4.540    1  0.000  0.537     0.00     0.00 -1 -1.48e-13      0.00 7.613e-01 2.386e-01 2.804e-05 7.662e-06 6.963e-05 -1.000 1.637e-04 3.811 4.413 3.917 3.897 3.963 4.044 4.077
0.00015542 8.813 1.0875886679 2.4895663261    1.087  0.455  3.8931  4.544    1  0.000  0.537     0.00     0.00 -1  -1.6e-13      0.00 7.616e-01 2.383e-01 2.801e-05 7.655e-06 6.957e-05 -1.000 1.636e-04 3.633 4.217 3.709 3.734 3.827 3.920 3.955
0.00015542 8.813 1.1000000238 2.4916803837    1.099  0.478  3.8980  4.545    1  0.000  0.537     0.00     0.00 -1 -1.65e-13      0.00 7.616e-01 2.382e-01 2.800e-05 7.653e-06 6.956e-05 -1.000 1.636e-04 3.575 4.153 3.643 3.683 3.785 3.881 3.916
0.00015542 8.813 1.1461519003 2.4990816116    1.146  0.561  3.9163  4.553    1  0.000  0.537     0.00     0.00 -1 -1.79e-13      0.00 7.620e-01 2.379e-01 2.797e-05 7.645e-06 6.949e-05 -1.000 1.636e-04 3.366 3.930 3.408 3.504 3.637 3.746 3.782
0.00015542 8.813 1.1499999762 2.4996678829    1.150  0.568  3.9178  4.553    1  0.000  0.537     0.00     0.00 -1  -1.8e-13      0.00 7.620e-01 2.379e-01 2.797e-05 7.645e-06 6.949e-05 -1.000 1.636e-04 3.349 3.911 3.389 3.490 3.626 3.735 3.771
0.00015542 8.813 1.2000000477 2.5068950653    1.200  0.654  3.9364  4.561    1  0.000  0.537     0.00     0.00 -1 -1.93e-13      0.00 7.623e-01 2.376e-01 2.795e-05 7.638e-06 6.942e-05 -1.000 1.101e-04 3.135 3.695 3.169 3.325 3.489 3.608 3.645
0.00015542 8.813 1.2500000000 2.5134611130    1.250  0.736  3.9540  4.567    1  0.000  0.537     0.00     0.00 -1 -2.05e-13      0.00 7.626e-01 2.372e-01 2.792e-05 7.630e-06 6.935e-05 -1.000 1.636e-04 2.929 3.500 2.983 3.184 3.371 3.496 3.535
0.00015542 8.813 1.2999999523 2.5194499493    1.300  0.816  3.9709  4.571    1  0.000  0.537     0.00     0.00 -1 -2.13e-13      0.00 7.629e-01 2.370e-01 2.790e-05 7.624e-06 6.930e-05 -1.000 1.636e-04 2.730 3.313 2.819 3.055 3.259 3.390 3.433
0.00015542 8.813 1.3500000238 2.5249314308    1.350  0.895  3.9872  4.574    1  0.000  0.537     0.00     0.00 -1 -2.19e-13      0.00 7.632e-01 2.366e-01 2.787e-05 7.617e-06 6.924e-05 -1.000 1.636e-04 2.533 3.132 2.670 2.933 3.151 3.289 3.334
0.00015542 8.813 1.3649781942 2.5264840126    1.365  0.918  3.9919  4.575    1  0.000  0.537     0.00     0.00 -1 -2.19e-13      0.00 7.633e-01 2.365e-01 2.786e-05 7.615e-06 6.922e-05 -1.000 1.632e-04 2.475 3.080 2.629 2.898 3.120 3.259 3.305
0.00015542 8.813 1.3999999762 2.5299651623    1.400  0.972  4.0027  4.575    1  0.000  0.537     0.00     0.00 -1  -2.2e-13      0.00 7.635e-01 2.364e-01 2.784e-05 7.610e-06 6.918e-05 -1.000 1.451e-04 2.340 2.960 2.536 2.818 3.048 3.191 3.240
0.00015542 8.813 1.4264410734 2.5324635506    1.427  1.012  4.0106  4.575    1  0.000  0.537     0.00     0.00 -1 -2.16e-13      0.00 7.637e-01 2.362e-01 2.783e-05 7.607e-06 6.914e-05 -1.000 1.488e-04 2.241 2.874 2.470 2.761 2.996 3.141 3.192
0.00015542 8.813 1.4500000477 2.5346016884    1.450  1.047  4.0176  4.575    1  0.000  0.537     0.00     0.00 -1 -2.14e-13      0.00 7.638e-01 2.361e-01 2.782e-05 7.604e-06 6.912e-05 -1.000 1.636e-04 2.153 2.798 2.411 2.709 2.948 3.096 3.149
0.00015542 8.813 1.4813809395 2.5373284817    1.482  1.093  4.0265  4.574    1  0.000  0.537     0.00     0.00 -1 -2.05e-13      0.00 7.639e-01 2.359e-01 2.781e-05 7.601e-06 6.909e-05 -1.000 1.636e-04 2.037 2.700 2.336 2.643 2.887 3.037 3.093
0.00015542 8.813 1.5000000000 2.5388846397    1.500  1.121  4.0318  4.573    1  0.000  0.537     0.00     0.00 -1    -2e-13      0.00 7.640e-01 2.359e-01 2.780e-05 7.599e-06 6.908e-05 -1.000 1.636e-04 1.968 2.642 2.292 2.604 2.850 3.002 3.059
0.00015542 8.813 1.5268151760 2.5410490036    1.527  1.160  4.0393  4.571    1  0.000  0.537     0.00     0.00 -1 -1.86e-13      0.00 7.642e-01 2.357e-01 2.779e-05 7.595e-06 6.904e-05 -1.000 1.292e-04 1.870 2.562 2.230 2.548 2.797 2.952 3.012
0.00015542 8.813 1.5499999523 2.5428512096    1.550  1.194  4.0458  4.569    1  0.000  0.537     0.00     0.00 -1 -1.75e-13      0.00 7.643e-01 2.356e-01 2.777e-05 7.592e-06 6.902e-05 -1.000 1.309e-04 1.785 2.493 2.176 2.499 2.752 2.909 2.970
0.00015542 8.813 1.5741189718 2.5446615219    1.574  1.229  4.0524  4.568    1  0.000  0.537     0.00     0.00 -1 -1.55e-13      0.00 7.644e-01 2.354e-01 2.776e-05 7.590e-06 6.900e-05 -1.000 1.636e-04 1.697 2.424 2.122 2.450 2.705 2.864 2.928
0.00015542 8.813 1.6000000238 2.5465342999    1.600  1.267  4.0596  4.565    1  0.000  0.537     0.00     0.00 -1 -1.37e-13      0.00 7.645e-01 2.354e-01 2.776e-05 7.587e-06 6.897e-05 -1.000 1.636e-04 1.602 2.348 2.063 2.396 2.654 2.816 2.881
0.00015542 8.813 1.6246452332 2.5482540131    1.625  1.303  4.0663  4.562    1  0.000  0.537     0.00     0.00 -1 -4.27e-22      0.00 7.646e-01 2.352e-01 2.775e-05 7.585e-06 6.895e-05 -1.000 1.526e-04 1.511 2.279 2.007 2.345 2.605 2.770 2.837
0.00015542 8.813 1.6499999762 2.5499615669    1.650  1.341  4.0730  4.558    1  0.000  0.537     0.00     0.00 -1    -1e-30      0.00 7.647e-01 2.352e-01 2.774e-05 7.583e-06 6.894e-05 -1.000 1.042e-04 1.417 2.205 1.948 2.290 2.553 2.720 2.789
0.00015542 8.813 1.6527618170 2.5501439571    1.653  1.345  4.0737  4.558    1  0.000  0.536     0.00     0.00 -1    -1e-30      0.00 7.647e-01 2.352e-01 2.774e-05 7.583e-06 6.894e-05 -1.000 1.028e-04 1.407 2.197 1.941 2.284 2.547 2.715 2.784
0.00015542 8.813 1.6955760717 2.5528841019    1.695  1.409  4.0839  4.546    1  0.000  0.536     0.00     0.00 -1    -1e-30      0.00 7.649e-01 2.350e-01 2.772e-05 7.579e-06 6.890e-05 -1.000 1.594e-04 1.248 2.072 1.837 2.186 2.452 2.624 2.695
0.00015542 8.813 1.7000000477 2.5531582832    1.700  1.415  4.0849  4.545    1  0.000  0.536     0.00     0.00 -1    -1e-30      0.00 7.649e-01 2.350e-01 2.772e-05 7.579e-06 6.890e-05 -1.000 1.605e-04 1.232 2.059 1.826 2.175 2.442 2.614 2.686
0.00015542 8.813 1.7054147720 2.5534913540    1.705  1.423  4.0861  4.543    1  0.000  0.536     0.00     0.00 -1    -1e-30      0.00 7.649e-01 2.349e-01 2.772e-05 7.578e-06 6.889e-05 -1.000 1.623e-04 1.212 2.043 1.813 2.163 2.430 2.602 2.674
0.00015542 8.813 1.7467410564 2.5559568405    1.746  1.483  4.0942  4.526    1  0.000  0.537     0.00     0.00 -1    -1e-30      0.00 7.651e-01 2.348e-01 2.771e-05 7.575e-06 6.887e-05 -1.000 1.637e-04 1.061 1.919 1.705 2.060 2.330 2.505 2.580
